ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
lin,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,210,240,275,725,2022-04-20,B,Medium,1707925,8.23,13914000000.0
lumn,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,535,327,305,1167,2022-06-10,BBB,High,18926,-1.54,9610000000.0
lyb,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,587,352,330,1269,2022-04-18,A,High,1489393,11.81,6604000000.0
mco,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,B,Medium,515,308,235,1058,2022-04-18,BBB,High,1059556,7.44,3855000000.0
mck,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,303,310,1113,2022-04-18,BBB,High,927653,7.23,13130000000.0
mas,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,522,323,305,1150,2022-04-18,BBB,High,62996,3.63,2713000000.0
low,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,218,200,200,618,2022-04-18,B,Medium,60667,12.04,32056000000.0
mdt,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515,308,315,1138,2022-04-18,BBB,High,1613103,3.73,21541000000.0
mkc,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,63754,2.52,2274500000.0
met,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,517,305,305,1127,2022-04-18,BBB,High,1099219,0.0,0.0
mgm,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,789570,3.49,6474502000.0
mmc,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,62709,6.04,8649000000.0
mo,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,500,327,341,1168,2022-04-16,BBB,High,764180,3.19,14246000000.0
bwa,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,260,206,230,696,2022-04-16,B,Medium,908255,3.99,2369000000.0
mrk,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,305,315,1120,2022-04-18,BBB,High,310158,5.71,41872000000.0
mpc,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,2022-04-18,A,High,1510295,28.12,22567000000.0
ms,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,555,303,320,1178,2022-04-18,BBB,High,895421,0.0,0.0
mtb,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,B,Medium,500,303,260,1063,2022-04-18,BBB,High,36270,0.0,0.0
mtd,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,505,300,240,1045,2022-04-18,BBB,High,1037646,38.41,2308042000.0
msi,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,505,305,347,1157,2022-04-18,BBB,High,68505,7.93,4229000000.0
nee,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,2022-04-18,A,High,753308,2.087066,10139000000.0
msci,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,580,347,335,1262,2022-04-18,A,High,1408198,10.72,1844257000.0
nclh,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,BBB,High,BB,Medium,BB,Medium,495,306,300,1101,2022-04-18,BBB,High,1513761,-5.41,576674000.0
ni,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,361,322,223,906,2022-04-18,BBB,High,1111711,1.7,2250700000.0
noc,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,505,302,300,1107,2022-04-18,BBB,High,1133421,31.47,7474000000.0
now,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550,374,350,1274,2022-04-19,A,High,1373715,1.6,5672000000.0
nue,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,BB,Medium,B,Medium,374,340,225,939,2022-04-18,BBB,High,73309,28.79,12503280000.0
nsc,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,BB,Medium,BB,Medium,358,339,330,1027,2022-04-18,BBB,High,702165,13.88,5239000000.0
nvr,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,265,206,205,676,2022-04-18,B,Medium,906163,491.82,2876016000.0
pgr,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,BB,Medium,B,Medium,350,355,270,975,2022-04-19,BBB,High,80661,0.0,0.0
pfe,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,78003,5.47,65986000000.0
phm,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,215,203,240,658,2022-04-19,B,Medium,822416,11.01,4834498000.0
ph,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,BB,Medium,B,Medium,325,303,225,853,2022-04-18,BB,Medium,76334,10.09,5311299000.0
pld,Prologis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,579,374,315,1268,2022-04-19,A,High,1045609,4.25,4464598000.0
ppg,PPG Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,293,236,220,749,2022-04-18,B,Medium,79879,4.32,5639000000.0
psa,Public Storage,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235,245,205,685,2022-04-19,B,Medium,1393311,23.5,3129256000.0
pnc,PNC Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,455,323,300,1078,2022-04-18,BBB,High,713676,0.0,0.0
pm,Philip Morris International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,520,327,315,1162,2022-04-18,BBB,High,1413329,5.81,20360000000.0
pkg,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,500,303,300,1103,2022-04-18,BBB,High,75677,11.03,2090600000.0
psx,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,569,363,310,1242,2022-04-18,A,High,1534701,23.27,18429000000.0
pru,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,BB,Medium,B,Medium,285,300,288,873,2022-04-19,BB,Medium,1137774,0.0,0.0
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,2022-04-18,BBB,High,77360,2.9,1364600000.0
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,2022-04-18,A,High,764622,4.26,1707970000.0
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525,306,300,1131,2022-04-18,BBB,High,922224,1.02,2887000000.0
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,540,382,310,1232,2022-04-19,A,High,1050915,3.32,2529155000.0
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,505,309,305,1119,2022-04-19,BBB,High,720005,0.0,0.0
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,490,304,305,1099,2022-04-17,BBB,High,1281761,0.0,0.0
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,503,327,310,1140,2022-04-19,BBB,High,884887,-8.45,2224000000.0
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,2022-04-19,BBB,High,1037038,8.07,4147500000.0
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,BB,Medium,418,319,315,1052,2022-04-19,BBB,High,78239,13.25,5324100000.0
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,BB,Medium,BB,Medium,255,334,310,899,2022-04-19,BB,Medium,315213,6.03,3094049000.0
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,500,300,305,1105,2022-04-19,BBB,High,84839,0.75,1387424000.0
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,2022-04-19,BBB,High,943819,5.3,2024311000.0
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,515,300,300,1115,2022-04-16,BBB,High,316709,0.0,0.0
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,BB,Medium,B,Medium,B,Medium,308,243,210,761,2022-04-19,BB,Medium,1024478,7.97,3102000000.0
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,1260221,13.4,3099000000.0
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,B,Medium,555,318,257,1130,2022-04-19,BBB,High,1012100,3.33,1772900000.0
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,570,350,340,1260,2022-04-19,A,High,882835,42.55,3752800000.0
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,555,315,300,1170,2022-04-19,BBB,High,93556,6.76,4284100000.0
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,B,Medium,459,313,295,1067,2022-04-16,BBB,High,16918,-0.22,4707300000.0
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,2022-04-19,BBB,High,310764,6.17,11578000000.0
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,555,301,305,1161,2022-04-19,BBB,High,96021,2.64,12320000000.0
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,295,259,220,774,2022-04-19,BB,Medium,89800,7.72,9325100000.0
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,2022-06-11,BBB,High,64040,10.2,7428000000.0
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,510,301,305,1116,2022-04-19,BBB,High,1757898,2.48,1883007000.0
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,2022-04-19,BBB,High,1601712,0.0,0.0
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,225,247,205,677,2022-04-19,B,Medium,1063761,6.52,4290493000.0
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,2022-04-19,A,High,1032208,3.31,5211000000.0
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,515,307,330,1152,2022-04-19,BBB,High,92122,3.26,10627000000.0
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,225,211,210,646,2022-04-19,B,Medium,93751,0.0,0.0
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,500,300,261,1061,2022-04-19,BBB,High,91440,16.82,2181100000.0
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BBB,High,520,330,400,1250,2022-06-11,A,High,101829,3.5,13668000000.0
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,305,305,1110,2022-04-17,BBB,High,874766,0.0,0.0
tel,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-19,B,Medium,1385157,7.47,5244000000.0
tfx,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-19,B,Medium,96943,7.68,1531087000.0
tfc,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,480,308,300,1088,2022-06-11,BBB,High,92230,0.0,0.0
tdy,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,1094285,16.53,2330300000.0
tgt,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,550,342,313,1205,2022-04-19,A,High,27419,14.1,31042000000.0
tjx,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,109198,2.7,13836000000.0
tpr,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,BB,Medium,483,310,300,1093,2022-06-11,BBB,High,1116132,3.17,4650400000.0
trv,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-07-27,BBB,High,86312,0.0,0.0
tmo,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,527,332,280,1139,2022-04-19,BBB,High,97745,17.63,18971000000.0
tt,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,AA,Excellent,BB,Medium,BB,Medium,700,389,320,1409,2022-06-11,A,High,1466258,7.48,4964800000.0
tsn,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,530,374,340,1244,2022-04-19,A,High,100493,8.92,6668000000.0
tyl,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,2022-04-19,BBB,High,860731,3.87,783863000.0
txt,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,217346,4.01,2670000000.0
unh,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,731766,21.18,77587000000.0
ups,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,B,Medium,540,374,245,1159,2022-04-19,BBB,High,1090727,13.2,21014000000.0
udr,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,BB,Medium,B,Medium,225,301,215,741,2022-04-19,B,Medium,74208,0.26,331034000.0
uhs,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,560,320,338,1218,2022-04-19,A,High,352915,9.14,11925031000.0
mos,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,515,379,315,1209,2022-04-18,A,High,1285785,10.06,5755800000.0
usb,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,2022-04-19,BBB,High,36104,0.0,0.0
uri,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,2022-04-19,BBB,High,1067701,29.65,4996000000.0
vno,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540,326,325,1191,2022-04-19,BBB,High,899689,-2.13,926084000.0
vlo,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,2022-04-19,A,High,1035002,29.04,16751000000.0
vfc,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,505,301,300,1106,2022-04-19,BBB,High,103379,3.53,6455447000.0
v,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,504,368,310,1182,2022-04-19,BBB,High,1403161,7.0,23577000000.0
vtr,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,740260,-0.12,1846275000.0
vmc,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,570,319,300,1189,2022-04-19,BBB,High,1396009,4.31,1557700000.0
wec,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,2022-04-19,A,High,783325,4.45,3300500000.0
well,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,2022-04-21,BBB,High,766704,0.3,2217298000.0
wat,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,270,292,235,797,2022-04-19,BB,Medium,1000697,11.73,1723774000.0
wm,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,2022-04-19,A,High,823768,5.39,7404000000.0
wab,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,2022-04-19,A,High,943452,3.46,2540000000.0
wmb,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-20,BBB,High,107263,1.67,5499000000.0
wfc,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,72971,0.0,0.0
whr,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,301,300,1101,2022-04-20,BBB,High,106640,-27.18,3073000000.0
wst,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540,330,305,1175,2022-04-20,BBB,High,105770,7.73,1136200000.0
wrb,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,B,Medium,BB,Medium,360,294,300,954,2022-04-19,BBB,High,11544,0.0,0.0
wmt,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,BB,Medium,B,Medium,B,Medium,310,281,220,811,2022-04-19,BB,Medium,104169,1.623333,143754000000.0
wu,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205,205,228,638,2022-04-20,B,Medium,1365135,2.34,1849100000.0
yum,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,500,320,310,1130,2022-04-20,BBB,High,1041061,4.57,3307000000.0
xyl,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,B,Medium,B,Medium,374,254,210,838,2022-04-20,BB,Medium,1524472,1.96,2084000000.0
wy,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,700,340,300,1340,2022-04-20,A,High,106535,2.53,3620000000.0
xom,Exxon Mobil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,538,322,313,1173,2022-04-17,BBB,High,34088,13.26,103067000000.0
zbh,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520,330,310,1160,2022-04-20,BBB,High,1136869,1.1,4920400000.0
zts,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,520,348,310,1178,2022-04-20,BBB,High,1555280,4.49,5626000000.0
de,Deere & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,560,339,305,1204,2022-04-17,A,High,315189,23.28,15730000000.0
dd,Dupont De Nemours Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,B,Medium,550,341,295,1186,2022-04-17,BBB,High,1666700,11.61,4615000000.0
d,Dominion Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,535,325,310,1170,2022-04-17,BBB,High,715957,1.09,6377000000.0
cvs,CVS Health Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,540,302,315,1157,2022-04-17,BBB,High,64803,3.26,54502000000.0
dal,Delta Air Lines Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,515,300,313,1128,2022-04-17,BBB,High,27904,2.06,10597000000.0
crm,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,215,241,200,656,2022-04-19,B,Medium,1108524,1.48,19466000000.0
cvx,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,B,Medium,B,Medium,B,Medium,210,217,210,637,2022-04-22,B,Medium,93410,18.28,73982000000.0
ctva,Corteva Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BB,Medium,BB,Medium,610,312,320,1242,2022-06-10,A,High,1755672,1.58,7019000000.0
ctra,Coterra Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,555,329,310,1194,2022-06-11,BBB,High,858470,5.09,6001000000.0
cpb,Campbell Soup Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,515,301,305,1121,2022-04-16,BBB,High,16732,2.51,2627000000.0
crl,Charles River Laboratories International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,510,322,235,1067,2022-04-16,BBB,High,1100682,9.48,1462651000.0
cop,Conocophillips,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,A,High,BB,Medium,687,544,305,1536,2022-04-16,A,High,1163165,14.57,30013000000.0
coo,Cooper Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,711404,1.94,2139600000.0
cof,Capital One Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,508,309,320,1137,2022-04-16,BBB,High,927628,0.0,0.0
cnc,Centene Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,548,355,315,1218,2022-04-16,A,High,1071739,2.07,16656000000.0
cnp,CenterPoint Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,550,320,260,1130,2022-04-16,BBB,High,1130310,1.59,3397000000.0
cms,CMS Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BBB,High,AA,Excellent,C,Low,450,667,75,1192,2022-04-16,BBB,High,811156,2.838998,2762000000.0
cmi,Cummins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,510,320,300,1130,2022-04-17,BBB,High,26172,15.12,6719000000.0
cl,Colgate-Palmolive Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,520,310,310,1140,2022-04-16,BBB,High,21665,2.13,10248000000.0
mmm,3M Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,526,310,305,1141,2022-04-16,BBB,High,66740,10.18,10308000000.0
cfg,Citizens Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,B,Medium,B,Medium,230,215,205,650,2022-04-16,B,Medium,759944,0.0,0.0
cag,Conagra Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525,306,300,1131,2022-04-16,BBB,High,23217,1.84,2838800000.0
