ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/f20081c2-80e0-11ea-aa51-00000000092a.png,https://www.troweprice.com,A,High,BB,Medium,BB,Medium,510,325,310,1145,2022-04-19,BBB,High,1113169,6.7,3566000000.0
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/c1e64458-80e0-11ea-8873-00000000092a.png,https://www.take2games.com/,B,Medium,BB,Medium,BB,Medium,225,307,310,842,2022-04-19,BB,Medium,946581,3.58,1969400000.0
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,https://static.finnhub.io/logo/2dd96524-80c9-11ea-aaac-00000000092a.png,https://www.tesla.com/,A,High,CCC,Low,B,Medium,555,160,278,993,2022-04-19,BBB,High,1318605,3.62,20853000000.0
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/c382b098-80e0-11ea-a382-00000000092a.png,https://www.tractorsupply.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,916365,1.94,4972204000.0
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8e047d7e-80ec-11ea-a11f-00000000092a.png,https://www.ti.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,97476,9.41,13771000000.0
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,https://static.finnhub.io/logo/4ffaa8b8-80ec-11ea-94ca-00000000092a.png,https://www.t-mobile.com/,BB,Medium,BB,Medium,B,Medium,342,331,230,903,2022-04-19,BBB,High,1283699,2.06,43365000000.0
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/b3f34b67dcba1725d92ac006206475d24142031e7f30415f77010a101e9fae1b.png,https://ir.united.com/,B,Medium,B,Medium,B,Medium,205,203,221,629,2022-04-19,B,Medium,100517,2.23,10640000000.0
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,https://static.finnhub.io/logo/fe905336-80fe-11ea-adc8-00000000092a.png,https://www.verisk.com,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,2022-04-19,A,High,1442145,6.0,1672400000.0
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d10866ba-80e0-11ea-9adf-00000000092a.png,https://www.ulta.com/,B,Medium,B,Medium,B,Medium,205,242,200,647,2022-04-19,B,Medium,1403568,17.98,3368554000.0
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,https://www.vrtx.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,875320,12.82,7850400000.0
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/bb69368ad1567617f611958c6dbb56e67edc624e4531b680597d2d17e8dcace8.png,https://www.viatris.com/en,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-24,BBB,High,1792044,1.71,6497000000.0
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9adf6b51871316924a9578bea95b2d64a4227d34ba3b664d3826fdba28ff23ae.png,https://www.verisign.com/,A,High,BB,Medium,BB,Medium,548,354,325,1227,2022-04-19,A,High,1014473,6.24,1224200000.0
wba,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9cc9acf0-80ec-11ea-a362-00000000092a.png,https://www.walgreensbootsalliance.com/,A,High,BB,Medium,BB,Medium,515,325,300,1140,2022-04-19,BBB,High,1618921,5.01,28265000000.0
ntap,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/8aa1beee-80e0-11ea-85fc-00000000092a.png,https://www.netapp.com/,A,High,BB,Medium,BB,Medium,545,359,325,1229,2022-04-18,A,High,1002047,4.09,4220000000.0
xel,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/ad4fb250-80ec-11ea-950a-00000000092a.png,https://www.xcelenergy.com/,B,Medium,B,Medium,B,Medium,223,201,205,629,2022-04-20,B,Medium,72903,3.17,5860000000.0
xray,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/27b1f30a-80e1-11ea-bdab-00000000092a.png,https://www.dentsplysirona.com/,A,High,BB,Medium,BB,Medium,530,318,305,1153,2022-04-17,BBB,High,818479,-4.41,2127000000.0
zbra,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/19363bc2-80e1-11ea-be98-00000000092a.png,https://www.zebra.com/,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,2022-04-20,BBB,High,877212,8.8,2624000000.0
aap,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/5fdef210-80eb-11ea-8a31-00000000092a.png,https://shop.advanceautoparts.com/,B,Medium,B,Medium,B,Medium,264,261,210,735,2022-04-16,B,Medium,1158449,8.27,4932235000.0
zion,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/1ab22e6c-80e1-11ea-8246-00000000092a.png,https://www.zionsbank.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-20,B,Medium,109380,0.0,0.0
wynn,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/acba626ebfc3757928c79f34ba0291de64d34a185fce74db448210806384f2dd.png,https://www.wynnresorts.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,2022-04-20,B,Medium,1174922,-3.73,1366603000.0
a,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/5f1f8412-80eb-11ea-bd05-00000000092a.png,https://www.agilent.com/,A,High,B,Medium,B,Medium,573,231,233,1037,2022-04-16,BBB,High,1090872,4.18,3722000000.0
abbv,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,https://static.finnhub.io/logo/8806d72c-80cd-11ea-b0f0-00000000092a.png,https://www.abbvie.com/,A,High,BB,Medium,BB,Medium,505,317,300,1122,2022-04-16,BBB,High,1551152,6.63,40640000000.0
adm,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/633db98c-80eb-11ea-ab18-00000000092a.png,https://www.adm.com/,A,High,BB,Medium,BB,Medium,587,353,305,1245,2022-04-16,A,High,7084,7.71,7570000000.0
abt,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png,https://www.abbott.com/,A,High,BB,Medium,BB,Medium,515,305,305,1125,2022-04-16,BBB,High,1800,3.91,24511000000.0
aee,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/643922d8-80eb-11ea-b89f-00000000092a.png,https://www.ameren.com/,A,High,BB,Medium,BB,Medium,562,345,300,1207,2022-04-16,A,High,1002910,4.14,3343000000.0
aes,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/dd2e38bf724fd9d5860157f55d57588ba0ea09e12d3ac1b9361148d013d566d4.png,https://www.aes.com/,A,High,BB,Medium,BB,Medium,525,326,370,1221,2022-04-16,A,High,874761,-0.82,2548000000.0
afl,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/669fcffe-80eb-11ea-8a69-00000000092a.png,https://www.aflac.com/,BBB,High,BB,Medium,B,Medium,454,300,235,989,2022-04-16,BBB,High,4977,0.0,0.0
acn,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/d97049de-8278-11ea-8ac9-00000000092a.png,https://www.accenture.com/ie-en/,A,High,BB,Medium,BB,Medium,515,360,305,1180,2022-04-16,BBB,High,1467373,10.71,19701539000.0
ajg,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6ad765be-80eb-11ea-97ea-00000000092a.png,https://www.ajg.com/,A,High,BB,Medium,BB,Medium,530,344,310,1184,2022-04-16,BBB,High,354190,5.19,3597400000.0
aiz,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/6d03fe00-80eb-11ea-a0c7-00000000092a.png,https://www.assurant.com/,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,2022-04-16,BBB,High,1267238,0.0,0.0
alk,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/6f0f3ff0-80eb-11ea-adee-00000000092a.png,https://investor.alaskaair.com/,A,High,BB,Medium,B,Medium,515,303,259,1077,2022-04-16,BBB,High,766421,0.45,1662000000.0
alb,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/4ef8740ea71ccbddb20e0dcfc8e82c9029f79efda1e34947efece24c8974199c.png,https://www.albemarle.com/,A,High,BB,Medium,BB,Medium,545,322,315,1182,2022-04-16,BBB,High,915913,22.84,3074587000.0
aig,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/69801f92-80eb-11ea-a320-00000000092a.png,https://www.aig.com/individual,A,High,BB,Medium,BB,Medium,518,323,310,1151,2022-04-16,BBB,High,5272,0.0,0.0
all,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/e0a6bc18-8278-11ea-aad1-00000000092a.png,https://www.allstateinvestors.com/investor-overview?c=93125&p=irol-irhome,A,High,BB,Medium,B,Medium,530,300,220,1050,2022-04-16,BBB,High,899051,0.0,0.0
alle,Allegion PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/57a8176a6abfdd7d5a24ec8d7802b8ccd943b7e6b0f435d6af062dab03864422.png,https://www.allegion.com/corp/en/index.html,A,High,BB,Medium,BB,Medium,542,322,315,1179,2022-04-16,BBB,High,1579241,5.19,1322400000.0
amp,Ameriprise Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/71b42062-80eb-11ea-a0bc-00000000092a.png,https://www.ameriprise.com/,BB,Medium,BB,Medium,B,Medium,396,308,267,971,2022-04-16,BBB,High,820027,0.0,0.0
ame,AMETEK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/70aae254-80eb-11ea-8bb6-00000000092a.png,https://www.ametek.com/,A,High,BB,Medium,B,Medium,540,329,270,1139,2022-04-16,BBB,High,1037868,5.01,2145269000.0
amt,American Tower Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/72058208-80eb-11ea-bbb0-00000000092a.png,https://www.americantower.com/,A,High,BB,Medium,BB,Medium,530,333,305,1168,2022-04-16,BBB,High,1053507,3.82,7447300000.0
aos,A O Smith Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png,https://www.aosmith.com/,A,High,BB,Medium,BB,Medium,510,315,310,1135,2022-04-16,BBB,High,91142,1.51,1329600000.0
apd,Air Products and Chemicals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/74581b6e-80eb-11ea-a665-00000000092a.png,https://www.airproducts.com/,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,2022-04-16,A,High,2969,10.14,3360100000.0
aon,Aon PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/aa9668652232c8e21ee7ff27ca3f3a49a12c07c6d86670032b41608efb282982.png,https://www.aon.com/,BBB,High,BB,Medium,B,Medium,485,304,288,1077,2022-04-16,BBB,High,315293,12.14,6002000000.0
anet,Arista Networks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/5c1639fa-81b4-11ea-a6d0-00000000092a.png,https://www.arista.com/en/,BBB,High,BB,Medium,B,Medium,444,310,295,1049,2022-04-16,BBB,High,1596532,1.07,2675696000.0
aph,Amphenol Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/74ad03fe-80eb-11ea-a501-00000000092a.png,https://www.amphenol.com/,A,High,BB,Medium,BBB,High,512,303,475,1290,2022-04-16,A,High,820313,1.53,4028200000.0
ato,Atmos Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/77cd59a2-80eb-11ea-b2f2-00000000092a.png,https://www.atmosenergy.com/,A,High,BB,Medium,BB,Medium,572,368,315,1255,2022-04-16,A,High,731802,5.6,1808845000.0
awk,American Water Works Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7abeb7a8-80eb-11ea-9cc9-00000000092a.png,https://www.amwater.com/,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,2022-04-16,A,High,1410636,4.51,2203000000.0
are,Alexandria Real Estate Equities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ffde2ccf9a1b68d8c0417d434712742c97a013bed497f0bcafbd67c6c48c3838.png,https://www.are.com/,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,2022-04-16,A,High,1035443,3.18,1805809000.0
aptv,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/56ba8998-80cb-11ea-ade4-00000000092a.png,https://www.aptiv.com,A,High,BB,Medium,BB,Medium,555,339,310,1204,2022-06-10,A,High,1521332,1.96,2635000000.0
avb,Avalonbay Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7940482e-80eb-11ea-9e46-00000000092a.png,https://www.avaloncommunities.com/,A,High,BB,Medium,B,Medium,500,300,298,1098,2022-04-16,BBB,High,915912,8.12,1674332000.0
avy,Avery Dennison Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/79d9e86c-80eb-11ea-acfe-00000000092a.png,https://www.averydennison.com/,A,High,BB,Medium,BB,Medium,535,347,325,1207,2022-04-16,A,High,8818,9.21,2404200000.0
ba,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/7f18239e-80eb-11ea-b544-00000000092a.png,https://www.boeing.com/,B,Medium,B,Medium,B,Medium,220,224,235,679,2022-09-21,B,Medium,12927,-8.3,3530000000.0
bac,Bank of America Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BAC.png,https://www.bankofamerica.com,B,Medium,BB,Medium,B,Medium,220,394,265,879,2022-04-16,BB,Medium,70858,0.0,0.0
bax,Baxter International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7fd00f9c-80eb-11ea-95bb-00000000092a.png,https://www.baxter.com/,A,High,BB,Medium,BB,Medium,500,316,300,1116,2022-04-16,BBB,High,10456,-4.83,5066000000.0
bbwi,Bath & Body Works Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/1b846d4a-80ec-11ea-b03e-00000000092a.png,https://www.bbwinc.com/,A,High,BB,Medium,BB,Medium,525,303,300,1128,2022-06-11,BBB,High,701985,4.88,3855000000.0
bdx,Becton Dickinson and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/82e1f20c-80eb-11ea-b25d-00000000092a.png,https://www.bd.com/,AA,Excellent,BB,Medium,BB,Medium,607,384,315,1306,2022-04-16,A,High,10795,5.88,8477000000.0
bio,Bio Rad Laboratories Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/44edee0a-80df-11ea-9ec3-00000000092a.png,https://www.bio-rad.com/,B,Medium,B,Medium,BB,Medium,275,227,300,802,2022-04-16,BB,Medium,12208,-121.79,1567330000.0
bby,Best Buy Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/81b71688-80eb-11ea-8a5b-00000000092a.png,https://www.bestbuy.com/,BBB,High,B,Medium,BB,Medium,430,231,300,961,2022-04-16,BBB,High,764478,9.84,11640000000.0
bk,Bank of New York Mellon Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/f1e8660c-8278-11ea-a415-00000000092a.png,https://www.bnymellon.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,1390777,0.0,0.0
axp,American Express Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/7c511c66-80eb-11ea-83d7-00000000092a.png,https://www.americanexpress.com/,B,Medium,B,Medium,B,Medium,230,226,208,664,2022-04-16,B,Medium,4962,0.0,0.0
br,Broadridge Financial Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8c4db812-80eb-11ea-a03a-00000000092a.png,https://www.broadridge.com/,A,High,BB,Medium,BB,Medium,550,313,325,1188,2022-04-16,BBB,High,1383312,4.55,1592200000.0
bmy,Bristol-Myers Squibb Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/8b628318-80eb-11ea-93a2-00000000092a.png,https://www.bms.com/,A,High,BB,Medium,BB,Medium,500,321,310,1131,2022-04-16,BBB,High,14272,2.95,36022000000.0
bro,Brown & Brown Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/8d4bb0d8-80eb-11ea-b804-00000000092a.png,https://www.bbinsurance.com/,BBB,High,BB,Medium,BB,Medium,405,320,300,1025,2022-04-16,BBB,High,79282,2.37,1746300000.0
azo,Autozone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7e0ca700-80eb-11ea-bd89-00000000092a.png,https://www.autozone.com/,B,Medium,B,Medium,B,Medium,260,222,213,695,2022-04-16,B,Medium,866787,117.19,8472650000.0
bsx,Boston Scientific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/8ee22dde-80eb-11ea-9789-00000000092a.png,https://www.bostonscientific.com/,A,High,BB,Medium,BB,Medium,525,399,300,1224,2022-04-16,A,High,885725,0.45,8727000000.0
bx,Blackstone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/933284c8-80eb-11ea-b057-00000000092a.png,https://www.blackstone.com/,A,High,BB,Medium,BB,Medium,534,343,320,1197,2022-04-16,BBB,High,1393818,0.0,0.0
bxp,Boston Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/908869c8-80eb-11ea-b9d6-00000000092a.png,https://www.bxp.com/,A,High,BB,Medium,BB,Medium,532,339,305,1176,2022-04-16,BBB,High,1037540,5.4,1973033000.0
c,Citigroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/93e64c9c-80eb-11ea-805d-00000000092a.png,http://www.citigroup.com/,A,High,BB,Medium,BB,Medium,515,300,303,1118,2022-04-16,BBB,High,831001,0.0,0.0
cat,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903678.jpeg,https://www.caterpillar.com/en.html,B,Medium,B,Medium,B,Medium,235,239,235,709,2022-06-07,B,Medium,18230,12.64,17512000000.0
carr,Carrier Global Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/603e44f9a46419a67a8a0e59358d8fa90f116ba0bd9735830f2b11886a71fd52.png,https://www.carrier.com/,B,Medium,B,Medium,B,Medium,210,258,226,694,2022-04-21,B,Medium,1783180,4.1,4297000000.0
cbre,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/96608490-80eb-11ea-a287-00000000092a.png,https://www.cbre.us,B,Medium,B,Medium,B,Medium,200,209,200,609,2022-06-10,B,Medium,1138118,4.29,6589000000.0
cci,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9955c1da-80eb-11ea-9b73-00000000092a.png,https://www.crowncastle.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-16,BBB,High,1051470,3.86,4918000000.0
cma,Comerica Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9e86587471234fdad18123d132d5b66e368edaf5a527a6618c12a7f5cc1279bd.png,https://www.comerica.com/,B,Medium,BB,Medium,B,Medium,280,300,230,810,2022-04-16,BB,Medium,28412,0.0,0.0
dhi,D R Horton Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/397ce09a79a25513f426bce1f02302bbe45178c074100dbe1c09d74d3fcaaa80.png,https://www.drhorton.com/,B,Medium,B,Medium,B,Medium,250,271,205,726,2022-04-17,B,Medium,882184,16.51,10504100000.0
dov,Dover Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/c1b83b1a-80eb-11ea-957d-00000000092a.png,https://www.dovercorporation.com/,A,High,BB,Medium,BB,Medium,500,320,305,1125,2022-04-17,BBB,High,29905,7.42,2904953000.0
dri,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c375d95c-80eb-11ea-817c-00000000092a.png,https://www.darden.com,A,High,BB,Medium,BB,Medium,515,309,300,1124,2022-04-17,BBB,High,940944,7.39,1995000000.0
ce,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9a354dde-80eb-11ea-9454-00000000092a.png,https://www.celanese.com/,A,High,BB,Medium,BB,Medium,500,319,300,1119,2022-06-10,BBB,High,1306830,17.34,2380000000.0
dg,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f9e89aa6-82a3-11ea-bcf8-00000000092a.png,https://www.dollargeneral.com/,B,Medium,B,Medium,B,Medium,247,222,200,669,2022-04-17,B,Medium,29534,10.17,10813006000.0
cmg,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/a551a6c2-80eb-11ea-a89e-00000000092a.png,https://www.chipotle.com/,B,Medium,B,Medium,B,Medium,210,241,213,664,2022-04-16,B,Medium,1058090,0.64,2062119000.0
dgx,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/bcfcc2be-80eb-11ea-b2d4-00000000092a.png,https://www.questdiagnostics.com/,B,Medium,BB,Medium,B,Medium,230,300,205,735,2022-04-19,B,Medium,1022079,7.97,3433000000.0
ccl,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/9994e2b0-80eb-11ea-a0cb-00000000092a.png,https://www.carnivalcorp.com/,A,High,BB,Medium,BB,Medium,515,326,320,1161,2022-04-16,BBB,High,815097,-5.16,412000000.0
chd,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/80497981115775795530c2304913f6f51722baec9f0cd47eb4115e3d16f2ff4b.png,https://churchdwight.com/,A,High,BB,Medium,BB,Medium,578,341,348,1267,2022-04-16,A,High,313927,1.68,2250000000.0
dow,Dow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d809bb30e681dc3abf1fa05dc6154f5ce1ca51b61eadafdf15369c1c4d37f99b.png,https://investors.dow.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,2022-04-17,B,Medium,1751788,6.28,8564000000.0
dfs,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/bcb852c0-80eb-11ea-b6e7-00000000092a.png,https://www.discover.com/,BB,Medium,BB,Medium,BB,Medium,335,321,313,969,2022-04-17,BBB,High,1393612,0.0,0.0
duk,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c6386312-80eb-11ea-a9c6-00000000092a.png,https://www.duke-energy.com/,AA,Excellent,BB,Medium,BB,Medium,604,362,328,1294,2022-04-17,A,High,1326160,3.33,12976000000.0
cf,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9b57a636-80eb-11ea-8738-00000000092a.png,https://www.cfindustries.com/,A,High,BB,Medium,BB,Medium,525,307,310,1142,2022-04-16,BBB,High,1324404,16.38,5861000000.0
dvn,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/c6b217be-80eb-11ea-af1d-00000000092a.png,https://www.devonenergy.com/,A,High,BB,Medium,BB,Medium,570,301,300,1171,2022-04-17,BBB,High,1090012,9.12,8369000000.0
ecl,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/310f9a68901ccb666997c890b733d4af9872166796de8310822ee896fb970a3f.png,https://www.ecolab.com/,A,High,BB,Medium,BB,Medium,547,373,325,1245,2022-04-17,A,High,31462,3.81,5356800000.0
hd,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f3d21b34-80eb-11ea-9fb5-00000000092a.png,https://www.homedepot.com/,B,Medium,BB,Medium,B,Medium,230,317,205,752,2022-04-17,BB,Medium,354950,15.53,50832000000.0
dte,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c4c6a66c-80eb-11ea-a459-00000000092a.png,https://www.newlook.dteenergy.com/,A,High,BB,Medium,B,Medium,592,313,210,1115,2022-04-17,BBB,High,936340,5.52,3668000000.0
eix,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/cbccd574-80eb-11ea-ac7b-00000000092a.png,https://www.edison.com/,AA,Excellent,A,High,BB,Medium,700,513,315,1528,2022-04-17,A,High,827052,1.6,6121000000.0
